category_list,funding_total_usd,country_code,funding_rounds,label,Num_of_investor,funding_duration,first_funding_at_UTC,last_funding_at_UTC
webhosting,96250000.0,USA,5,1,18.0,2534.0,11765.0,14299
contentdelivery curatedweb,900000.0,USA,1,1,1.0,0.0,14876.0,14876
advertising mobile,6000000.0,USA,3,1,21.0,353.0,14987.0,15340
mobile,4500000.0,USA,2,1,5.0,1132.0,13462.0,14594
messaging,880000.0,USA,1,1,2.0,0.0,15397.0,15397
augmentedreality googleglass humancomputerinteraction internetofthings mobile software wearables,3090852.0,USA,4,1,17.0,790.0,15965.0,16755
android facebookapplications iphone journalism photography travel,210000.0,USA,1,0,1.0,0.0,13848.0,13848
software,502500.0,USA,2,0,1.0,1051.0,14236.0,15287
software,18000000.0,USA,1,1,4.0,0.0,13165.0,13165
applicationplatforms serviceproviders travel,50000000.0,USA,1,0,1.0,0.0,11960.0,11960
pharmaceuticals,29606625.0,FRA,2,0,9.0,731.0,12173.0,12904
apps consumerelectronics internet onlineshopping pricecomparison reviewsandrecommendations search,107474.10769622099,ESP,1,0,1.0,0.0,16542.0,16542
biotechnology,14906222.0,GBR,1,0,5.0,0.0,13276.0,13276
webhosting,66273600.0,GBR,1,0,1.0,0.0,15267.0,15267
cleantechnology,3970000.0,GBR,1,0,2.0,0.0,13969.0,13969
socialmedia,24621060.0,USA,5,1,12.0,3241.0,13269.0,16510
advertising,35000.0,USA,2,0,2.0,110.0,15869.0,15979
software,10790359.0,FRA,2,0,2.0,1226.0,13846.0,15072
consumers e-commerce mobile,9000000.0,THA,2,0,2.0,583.0,15584.0,16167
hardware+software mobile peer-to-peer socialmedia voip,98432819.0,USA,9,0,24.0,3779.0,12784.0,16563
bigdata developmentplatforms games mobile socialgames sports videogametournaments videostreaming,3615400.0,USA,5,0,4.0,1315.0,14897.0,16212
eldercare leisure,490228.0,GBR,1,0,1.0,0.0,16052.0,16052
journalism mobile software video,3098400.0,ESP,2,0,6.0,987.0,14743.0,15730
artificialintelligence coupons curatedweb discounts mobile software,175000.0,ARG,2,0,2.0,243.0,14975.0,15218
e-commerce,231588.0,EST,1,0,1.0,0.0,15978.0,15978
mobile mobilepayments,30653.0,USA,1,0,1.0,0.0,15603.0,15603
cleantechnology,21470000.0,USA,5,0,12.0,2820.0,13293.0,16113
businessservices curatedweb photography,245376.0,FRA,2,0,1.0,669.0,15675.0,16344
advertising digitalsignage saas software,16390.0,SVN,1,0,1.0,0.0,16529.0,16529
apps entertainment semanticweb,325000.0,USA,1,0,3.0,0.0,16258.0,16258
analytics video videostreaming,122000000.0,USA,7,1,15.0,2385.0,13665.0,16050
developerapis enterprisesoftware finance search,120000.0,GBR,1,0,1.0,0.0,15888.0,15888
networking opensource software,2907982.0,SWE,1,0,1.0,0.0,13389.0,13389
enterprisesoftware software,10100000.0,USA,2,0,7.0,219.0,16127.0,16346
biotechnology,6000000.0,AUS,1,0,4.0,0.0,13087.0,13087
software,8500000.0,CAN,1,1,3.0,0.0,13118.0,13118
mobile,16671599.0,USA,8,0,3.0,2001.0,14739.0,16740
analytics bigdata businessintelligence mobile saas,20118.0,BRA,1,0,1.0,0.0,15396.0,15396
healthandwellness,40000.0,USA,1,0,1.0,0.0,16077.0,16077
security,3360000.0,NOR,1,0,2.0,0.0,13966.0,13966
software,2800000.0,USA,3,0,7.0,440.0,15461.0,15901
apps e-books education ipad publishing,970000.0,USA,2,0,13.0,223.0,15310.0,15533
3dprinting informationtechnology robotics,120000.0,GBR,1,0,1.0,0.0,16622.0,16622
software,363000.0,FRA,1,0,1.0,0.0,13167.0,13167
consulting,22124106.0,GBR,2,0,1.0,107.0,16378.0,16485
businessdevelopment software,500000.0,MYS,1,0,1.0,0.0,14549.0,14549
software,8356070.0,GBR,2,0,2.0,1296.0,14333.0,15629
edtech education,120250000.0,USA,5,0,8.0,898.0,14923.0,15821
mobile peer-to-peer wireless,12800000.0,USA,2,0,5.0,827.0,15595.0,16422
kids security services,16880.0,GBR,1,0,1.0,0.0,16192.0,16192
marketingautomation realtime trading,10000000.0,USA,1,1,4.0,0.0,11645.0,11645
enterprises software,14264323.0,USA,6,1,4.0,1758.0,13769.0,15527
edtech education software,1746599.0,AUS,2,0,2.0,183.0,16287.0,16470
realestate,1000000.0,USA,1,0,9.0,0.0,16735.0,16735
automotive enterprisesoftware shipping software transportation,9000000.0,USA,2,1,3.0,394.0,15006.0,15400
curatedweb entertainment hotels reviewsandrecommendations travel vacationrentals,1100000.0,USA,5,0,12.0,888.0,13879.0,14767
android iphone mobile mobilesoftwaretools,15000000.0,FRA,1,0,6.0,0.0,13424.0,13424
advertising,19000000.0,USA,2,0,7.0,819.0,15117.0,15936
semiconductors,25050000.0,USA,2,0,8.0,534.0,13053.0,13587
businessservices documentmanagement technology,15931.0,SGP,1,0,1.0,0.0,16536.0,16536
cleanenergy internetofthings marketplaces peer-to-peer,822248.0,GBR,2,0,4.0,490.0,15887.0,16377
collaboration software virtualworkforces,37800000.0,DEU,3,0,6.0,2755.0,13149.0,15904
realestate technology,6927000.0,AUS,2,0,1.0,321.0,16294.0,16615
software,16000000.0,USA,1,1,3.0,0.0,10957.0,10957
enterprisesoftware opensource pointofsale,18034000.0,ESP,2,0,4.0,817.0,13168.0,13985
architecture curatedweb,2000000.0,BGR,1,0,2.0,0.0,15065.0,15065
healthcare software,1500000.0,USA,1,0,3.0,0.0,15946.0,15946
curatedweb localsearch verticalsearch,700000.0,USA,1,0,1.0,0.0,15126.0,15126
edtech education training,2952989.59118585,FRA,2,0,2.0,650.0,15425.0,16075
webhosting,35161723.7608793,GBR,4,0,10.0,2472.0,13521.0,15993
software,11000000.0,USA,1,0,4.0,0.0,12942.0,12942
education exercise internet k-12education teachers,40000.0,USA,2,0,1.0,228.0,15843.0,16071
datavisualization developerapis saas software,1663976.0,FRA,1,0,1.0,0.0,16618.0,16618
e-commerce,1492760.0,GBR,2,0,3.0,61.0,16161.0,16222
games,543000.0,FRA,1,0,1.0,0.0,13157.0,13157
security,51260000.0,USA,5,1,17.0,3116.0,13088.0,16204
realestate,29950000.0,USA,2,0,43.0,234.0,16258.0,16492
propertymanagement realestate rentalhousing,13000.0,RUS,1,0,1.0,0.0,15650.0,15650
brandmarketing marketplaces software sports,2050000.0,USA,2,0,1.0,646.0,15886.0,16532
education k-12education video,2000000.0,USA,1,0,1.0,0.0,16266.0,16266
cloudcomputing content email enterprisesoftware saas salesandmarketing smallandmediumbusinesses startups,250000.0,CAN,1,1,3.0,0.0,15681.0,15681
enterprisesoftware opensource software,14094700.0,BEL,2,0,4.0,1549.0,14656.0,16205
software,21000000.0,IRL,2,0,6.0,3877.0,11627.0,15504
enterprisesoftware,10350001.0,USA,3,0,1.0,671.0,15295.0,15966
games,3000000.0,USA,1,1,1.0,0.0,14903.0,14903
finance fintech webdevelopment,10012879.0,USA,5,0,6.0,1706.0,14841.0,16547
finance wealthmanagement,1885000.0,USA,2,0,1.0,549.0,15765.0,16314
financialservices fintech opensource software,25400000.0,GBR,5,0,8.0,2060.0,14457.0,16517
analytics datavisualization enterprisesoftware governments saas,47000000.0,USA,4,0,25.0,1221.0,15502.0,16723
brokers hardware home&garden mobile realestate software tablets technology,205000.0,USA,2,0,6.0,203.0,15856.0,16059
crowdsourcing internet mobile mobilecommerce software,880000.0,USA,5,0,12.0,1070.0,15349.0,16419
curatedweb,10000000.0,USA,1,1,3.0,0.0,14244.0,14244
e-commerce logistics shipping,500000.0,JPN,1,0,2.0,0.0,16498.0,16498
enterprisesoftware,10400000.0,USA,5,0,15.0,2343.0,12859.0,15202
news,4000000.0,USA,1,0,1.0,0.0,15995.0,15995
enterprisesoftware,50000000.0,USA,2,1,10.0,1170.0,11309.0,12479
hardware+software,216973367.0,USA,7,0,5.0,2625.0,13831.0,16456
curatedweb,100000.0,USA,2,0,2.0,250.0,15614.0,15864
databases enterprisesoftware internet musicvenues opensource search sports,34833.0,GBR,1,0,1.0,0.0,16167.0,16167
software,1210000.0,FRA,1,0,1.0,0.0,12963.0,12963
cloudcomputing lifesciences pharmaceuticals saas software,8000000.0,USA,3,0,3.0,1560.0,14499.0,16059
networking,7000000.0,USA,1,0,2.0,0.0,12447.0,12447
news,4000000.0,USA,1,0,1.0,0.0,14762.0,14762
drones hardware+software robotics,1300000.0,USA,1,0,2.0,0.0,15959.0,15959
enterprises enterprisesoftware search,300000.0,FRA,1,0,1.0,0.0,15156.0,15156
e-commerce edtech education,10000000.0,USA,2,0,2.0,823.0,15261.0,16084
consumerinternet e-commerce internet salesandmarketing,646774.0,ESP,1,0,1.0,0.0,16325.0,16325
maps mobile wireless,5300000.0,USA,2,0,4.0,703.0,15584.0,16287
e-commerce socialcommerce,49350000.0,USA,5,0,9.0,883.0,14365.0,15248
analytics software,31000000.0,USA,4,0,10.0,2222.0,12784.0,15006
software,4000000.0,USA,1,1,3.0,0.0,13559.0,13559
education,1270000.0,USA,1,0,1.0,0.0,13879.0,13879
businessservices hospitality,48000000.0,USA,3,1,12.0,519.0,10712.0,11231
advertising distribution saas salesandmarketing socialmedia software,1825000.0,USA,3,0,1.0,504.0,16112.0,16616
enterprisesoftware,307167.0,KOR,1,0,1.0,0.0,15484.0,15484
biotechnology,25000.0,USA,4,0,2.0,463.0,16265.0,16728
software,3850000.0,FRA,1,1,3.0,0.0,12877.0,12877
advertisingexchanges enterprisesoftware,75511200.0,USA,6,0,28.0,2910.0,13677.0,16587
analytics enterprisesoftware predictiveanalytics,122199999.0,USA,3,0,8.0,1135.0,15231.0,16366
healthcare hospitals predictiveanalytics saas software,50000.0,USA,1,0,2.0,0.0,15857.0,15857
advertising internet media software,25500000.0,USA,3,0,3.0,3346.0,12788.0,16134
e-commerceplatforms search,10000000.0,USA,1,0,2.0,0.0,16548.0,16548
bio-pharm industrial pharmaceuticals,750000.0,USA,1,0,2.0,0.0,16426.0,16426
analytics biotechnology,86526744.0,USA,11,1,21.0,3820.0,12810.0,16630
biotechnology consumers,92253803.0,USA,7,0,14.0,2836.0,12431.0,15267
biotechnology healthcare,282700000.0,USA,5,1,10.0,2356.0,13738.0,16094
analytics bigdata governments,1000000.0,MEX,1,0,1.0,0.0,16252.0,16252
polling socialmedia,1000000.0,ARG,1,0,1.0,0.0,15340.0,15340
logistics,8300000.0,IND,2,0,5.0,83.0,16645.0,16728
advice lawenforcement mobile opinions polling surveys,7240578.0,USA,3,0,12.0,826.0,15035.0,15861
analytics,15000000.0,USA,1,0,1.0,0.0,15775.0,15775
advertising directmarketing internet opinions salesandmarketing,15000.0,IND,1,0,1.0,0.0,14641.0,14641
internet,5576396.0,DEU,1,0,4.0,0.0,12458.0,12458
semiconductors,10000000.0,ISR,1,1,3.0,0.0,12265.0,12265
telecommunications,321000000.0,USA,1,1,2.0,0.0,11537.0,11537
curatedweb discounts,527590.0,ESP,1,0,3.0,0.0,14579.0,14579
cleantechnology energyefficiency saas smartgrid software,65700000.0,USA,3,1,8.0,1216.0,13726.0,14942
e-commerce furniture,15360000.0,BRA,2,0,4.0,355.0,15260.0,15615
search,4110749.0,FIN,3,0,6.0,1409.0,15340.0,16749
governmentinnovation realestate technology,500000.0,USA,1,0,1.0,0.0,16448.0,16448
curatedweb informationtechnology news,2250000.0,USA,2,1,6.0,1094.0,14032.0,15126
advertising businessintelligence crm googleglass leadgeneration locationbasedservices networking professionalnetworking socialmedia,100000.0,USA,1,0,1.0,0.0,15855.0,15855
consulting informationservices recruiting serviceproviders,25000.0,COL,1,0,1.0,0.0,15765.0,15765
bigdata cloudinfrastructure startups,22056276.0,USA,2,0,5.0,356.0,16416.0,16772
software,3000000.0,USA,1,0,6.0,0.0,16735.0,16735
enterprisesoftware,3000000.0,USA,1,1,9.0,0.0,15870.0,15870
biotechnology healthandwellness healthcare medical therapeutics,51732700.0,IRL,3,0,23.0,1569.0,14411.0,15980
healthcare medical therapeutics,8000000.0,USA,1,0,1.0,0.0,16716.0,16716
cloudcomputing cloudsecurity iaas networking paas saas webhosting,49000000.0,USA,4,0,13.0,1074.0,13399.0,14473
accounting enterprisesoftware realestate software,4000000.0,USA,1,1,4.0,0.0,12626.0,12626
software,186000000.0,USA,3,1,8.0,239.0,10896.0,11135
sports,2950000.0,GBR,1,1,2.0,0.0,13934.0,13934
internetmarketing mechanicalsolutions mobile,10000000.0,CHN,1,0,1.0,0.0,16442.0,16442
consulting opensource,38500000.0,USA,5,0,9.0,2576.0,12851.0,15427
mobile,95000000.0,USA,3,0,13.0,688.0,12536.0,13224
healthcare internet technology,8300000.0,USA,2,1,5.0,417.0,11589.0,12006
contactmanagement eyewear healthcare,3000000.0,USA,3,0,12.0,273.0,16126.0,16399
biotechnology,42000000.0,USA,2,0,7.0,708.0,13795.0,14503
distributors lasers manufacturing,3616966.0,USA,7,0,9.0,549.0,15400.0,15949
consumergoods optimization,55000.0,USA,2,0,2.0,212.0,15645.0,15857
entertainment media services,2700000.0,USA,1,0,1.0,0.0,13346.0,13346
semiconductors,29000000.0,USA,2,0,8.0,965.0,12843.0,13808
healthdiagnostics medicaldevices,450000.0,ISR,1,0,1.0,0.0,16322.0,16322
analytics,118100000.0,USA,9,1,27.0,3619.0,12311.0,15930
b2b internetmarketing leadgeneration seo software,10849999.0,USA,3,0,13.0,1375.0,14162.0,15537
analytics computers software training,3347305.38922156,AUS,2,0,5.0,735.0,15945.0,16680
advertising,750000.0,USA,1,0,1.0,0.0,15496.0,15496
healthdiagnostics software,477972.0,GBR,1,0,1.0,0.0,13238.0,13238
advertising saas,7600000.0,USA,3,1,16.0,1978.0,13879.0,15857
enterprisesoftware,22400000.0,USA,3,0,2.0,92.0,15715.0,15807
cleantechnology,25000000.0,USA,1,0,1.0,0.0,13816.0,13816
analytics,60000.0,USA,1,0,1.0,0.0,16010.0,16010
software,72000000.0,ISR,3,0,8.0,3698.0,12990.0,16688
biotechnology,1500000.0,ISR,1,0,1.0,0.0,13922.0,13922
software,4500000.0,USA,1,0,1.0,0.0,16407.0,16407
biotechnology,81235886.0,USA,4,1,8.0,2906.0,12929.0,15835
consulting design software,428000.0,RUS,1,0,1.0,0.0,15798.0,15798
biotechnology,34200000.0,USA,2,1,9.0,287.0,12844.0,13131
software,16294290.0,USA,4,0,15.0,1465.0,14979.0,16444
software,1801240.0,ESP,2,0,3.0,278.0,15757.0,16035
adtargeting internetmarketing personalization software,146200000.0,USA,6,0,47.0,2128.0,14593.0,16721
fitness,42325.0,DNK,1,0,1.0,0.0,15525.0,15525
enterprisesoftware,7500000.0,USA,1,0,1.0,0.0,13147.0,13147
manufacturing opticalcommunications telecommunications,22400000.0,USA,1,1,8.0,0.0,12025.0,12025
biotechnology,113500000.0,NOR,3,0,4.0,1947.0,14767.0,16714
enterprisesoftware,6000000.0,USA,1,1,4.0,0.0,13622.0,13622
software,10000000.0,USA,1,0,1.0,0.0,16135.0,16135
software,4000000.0,USA,3,1,4.0,1241.0,13836.0,15077
e-commerce travel,5560000.0,USA,6,0,4.0,913.0,15584.0,16497
brokers finance financialservices software,90000000.0,USA,1,1,1.0,0.0,12432.0,12432
environmentalinnovation projectmanagement services,1364700.0,FRA,1,0,1.0,0.0,14931.0,14931
biotechnology,100756757.0,USA,4,0,13.0,2677.0,13066.0,15743
cleantechnology manufacturing solar,132000000.0,USA,1,1,2.0,0.0,13980.0,13980
hardware+software,196000.0,GBR,1,0,1.0,0.0,13888.0,13888
manufacturing nanotechnology semiconductors,21000000.0,USA,1,0,6.0,0.0,12062.0,12062
mobile,2420000.0,ISR,1,0,1.0,0.0,14371.0,14371
networking software wireless,789986.0,IRL,4,0,4.0,660.0,15592.0,16252
mobile,798000.0,POL,1,0,1.0,0.0,13173.0,13173
renewableenergies,4800000.0,USA,1,0,1.0,0.0,15700.0,15700
biotechnology diagnostics nanotechnology,75000.0,USA,1,0,1.0,0.0,16561.0,16561
marketplaces marketresearch productdevelopmentservices,2500000.0,FIN,1,0,2.0,0.0,16414.0,16414
enterprisesoftware,122900000.0,USA,5,0,14.0,1649.0,14995.0,16644
security,20500000.0,CAN,2,0,9.0,417.0,13125.0,13542
healthcare,10500000.0,USA,1,0,5.0,0.0,13602.0,13602
3dtechnology consumers creativeindustries,100000.0,IRL,1,0,1.0,0.0,15949.0,15949
travel,500000.0,USA,1,0,2.0,0.0,13783.0,13783
bridgingonlineandoffline locationbasedservices mobile smallandmediumbusinesses,100000.0,USA,1,0,1.0,0.0,15522.0,15522
advertising consumers email internet publicrelations salesandmarketing trading,209250.0,USA,3,1,3.0,346.0,15856.0,16202
cable networking software telecommunications,43000000.0,USA,2,0,6.0,319.0,13321.0,13640
software,3839577.0,USA,2,0,4.0,822.0,15340.0,16162
cleantechnology,57600000.0,USA,4,0,13.0,1528.0,13634.0,15162
games,1015000.0,USA,2,0,10.0,243.0,14610.0,14853
computers mobile,39800000.0,USA,4,0,7.0,1811.0,11292.0,13103
hospitals medicaldevices robotics,2013725.0,GBR,1,0,2.0,0.0,15701.0,15701
advertising,3500000.0,USA,3,1,3.0,272.0,14747.0,15019
security,28765834.0,ISR,3,1,3.0,6575.0,9496.0,16071
3d broadcasting videostreaming,6600000.0,ISR,1,1,1.0,0.0,14678.0,14678
biotechnology,54387500.0,ISR,4,1,1.0,1693.0,15077.0,16770
dental fitness healthcareservices,55274169.0,USA,7,0,9.0,4701.0,11124.0,15825
e-commerce finance financetechnology fintech,66503303.0,GBR,5,0,5.0,1239.0,15309.0,16548
cloudcomputing enterprisesoftware paas,1000000.0,IND,1,0,1.0,0.0,15461.0,15461
allstudents curatedweb employment smallandmediumbusinesses,12000.0,USA,2,0,2.0,516.0,14245.0,14761
advertising internet local maps mobile search semanticsearch seo socialmedia,7500000.0,USA,3,1,1.0,1527.0,13149.0,14676
publictransportation,40000.0,GBR,1,0,1.0,0.0,15753.0,15753
curatedweb,201267.0,USA,2,0,3.0,212.0,16071.0,16283
healthcare,5269376.0,USA,2,0,2.0,539.0,14390.0,14929
eventmanagement events marketplaces,50000.0,USA,1,0,1.0,0.0,16307.0,16307
internet,1000000.0,USA,2,0,2.0,166.0,16071.0,16237
enterprisesoftware mobile software,6000000.0,USA,1,1,2.0,0.0,12230.0,12230
semiconductors,8000000.0,USA,1,0,2.0,0.0,12586.0,12586
biotechnology,92347081.0,USA,6,0,7.0,2605.0,13682.0,16287
clouddataservices mhealth personaldata,680000.0,USA,2,0,2.0,202.0,16310.0,16512
healthandwellness,384879.0,GBR,1,0,1.0,0.0,15242.0,15242
edtech education healthcare professionalservices services,37684819.0,USA,4,0,2.0,1237.0,14351.0,15588
webdevelopment,17500000.0,IRL,1,1,1.0,0.0,11589.0,11589
audio databases email facebookapplications iphone mobile sms socialnetworkmedia software twitterapplications wireless,500000.0,USA,1,0,3.0,0.0,14610.0,14610
analytics financialservices software startups,8700000.0,USA,2,0,8.0,388.0,16122.0,16510
cleantechnology,7500000.0,CAN,2,1,1.0,33.0,16450.0,16483
analytics cloudcomputing e-commerce saas software,2000000.0,USA,1,0,2.0,0.0,16589.0,16589
consumerinternet financetechnology financialservices fintech p2pmoneytransfer smallandmediumbusinesses,2000000.0,NZL,1,0,4.0,0.0,14253.0,14253
software,4000000.0,USA,1,0,1.0,0.0,12692.0,12692
android consumerelectronics game hardware+software mobilegames toys,92232212.0,USA,9,0,15.0,1684.0,14903.0,16587
locationbasedservices mobile,736050.0,IND,1,0,1.0,0.0,13879.0,13879
bio-pharm,32500000.0,USA,1,0,4.0,0.0,16666.0,16666
healthcareservices medicaldevices pharmaceuticals,2500000.0,GBR,2,0,3.0,41.0,16147.0,16188
healthandwellness,15000000.0,ISR,1,0,1.0,0.0,16156.0,16156
crowdfunding finance financetechnology fintech marketplaces peer-to-peer,44700000.0,USA,3,0,28.0,633.0,16055.0,16688
software,31000000.0,USA,3,1,12.0,1285.0,12443.0,13728
software,2030000.0,FRA,1,0,5.0,0.0,13647.0,13647
cloudcomputing databases developerapis enterprises enterprisesoftware software,4220000.0,USA,3,1,5.0,479.0,15846.0,16325
software,9800000.0,USA,1,0,3.0,0.0,16426.0,16426
marketplaces propertymanagement seo,40000000.0,IDN,3,0,2.0,365.0,15706.0,16071
consulting networking software telecommunications webtools,909150.0,GBR,1,0,1.0,0.0,16142.0,16142
mobile software,630000.0,USA,3,0,3.0,1485.0,14245.0,15730
design local marketplaces mobile realtime,10500000.0,USA,3,0,20.0,1010.0,15034.0,16044
software,48501.0,USA,1,0,4.0,0.0,15361.0,15361
consumerelectronics coupons e-commerce ipad iphone,100000.0,USA,1,0,1.0,0.0,15006.0,15006
b2b e-commerce enterprisesoftware subscriptionbusinesses subscriptionservice,10000000.0,USA,2,0,10.0,56.0,15650.0,15706
customerservice onlineshopping retail,580127.0,USA,3,0,3.0,154.0,16175.0,16329
software,12400000.0,USA,3,1,5.0,684.0,13397.0,14081
software,1170000.0,USA,1,0,1.0,0.0,13922.0,13922
delivery e-commerce restaurants technology,10025000.0,USA,3,1,6.0,1210.0,15092.0,16302
financetechnology software,37000000.0,USA,7,0,17.0,1419.0,15316.0,16735
computers e-commerce healthcare opensource seniorcitizens,2091000.0,FRA,1,0,1.0,0.0,14232.0,14232
delivery e-commerce shipping software,4750000.0,USA,4,0,2.0,1862.0,14839.0,16701
e-commerce finance fintech,1398000.0,USA,5,0,11.0,965.0,15162.0,16127
cleantechnology,24000000.0,GBR,1,0,4.0,0.0,13941.0,13941
hardware+software,463181.0,FRA,1,0,3.0,0.0,15614.0,15614
cleantechnology,7000000.0,ISR,1,0,2.0,0.0,13636.0,13636
biotechnology,3710000.0,FRA,1,0,1.0,0.0,14853.0,14853
universities,25000000.0,USA,1,0,1.0,0.0,16316.0,16316
developmentplatforms innovationengineering projectmanagement,525000.0,USA,1,0,1.0,0.0,14862.0,14862
biotechnology healthcare,101000000.0,USA,3,1,6.0,4250.0,12439.0,16689
biotechnology,72861405.0,SWE,2,1,5.0,4242.0,12069.0,16311
healthdiagnostics,70000.0,USA,1,1,1.0,0.0,13343.0,13343
healthandwellness,9854461.0,USA,2,0,1.0,227.0,15491.0,15718
religion socialmedia,30000.0,GBR,1,0,1.0,0.0,14246.0,14246
lifesciences software,10384999.0,USA,3,0,1.0,1223.0,14539.0,15762
biotechnology,40000.0,CZE,1,0,1.0,0.0,15314.0,15314
cleantechnology,9100000.0,USA,2,0,6.0,713.0,15924.0,16637
healthandwellness healthcareinformationtechnology search,8045000.0,USA,4,0,7.0,2585.0,14031.0,16616
advertising mobile politics,3900000.0,USA,1,0,7.0,0.0,15228.0,15228
biotechnology,66352435.0,USA,4,1,2.0,1325.0,15280.0,16605
design fashion manufacturing,3528114.0,KOR,1,0,1.0,0.0,15573.0,15573
pharmaceuticals,68000000.0,USA,2,0,6.0,396.0,16375.0,16771
